,actual_kwh,actual_temperature,date,time,dow,month
2012-11-04 17:15:00-08:00,46.5,,2012-11-04,17:15:00,6,11
2012-11-04 17:30:00-08:00,48.6,,2012-11-04,17:30:00,6,11
2012-11-04 17:45:00-08:00,46.5,,2012-11-04,17:45:00,6,11
2012-11-04 18:00:00-08:00,46.2,68.0,2012-11-04,18:00:00,6,11
2012-11-04 18:15:00-08:00,47.7,,2012-11-04,18:15:00,6,11
2012-11-04 18:30:00-08:00,46.5,,2012-11-04,18:30:00,6,11
2012-11-04 18:45:00-08:00,46.8,,2012-11-04,18:45:00,6,11
2012-11-04 19:00:00-08:00,46.8,68.0,2012-11-04,19:00:00,6,11
2012-11-04 19:15:00-08:00,46.2,,2012-11-04,19:15:00,6,11
2012-11-04 19:30:00-08:00,45.9,,2012-11-04,19:30:00,6,11
2012-11-04 19:45:00-08:00,47.1,,2012-11-04,19:45:00,6,11
2012-11-04 20:00:00-08:00,45.3,66.9,2012-11-04,20:00:00,6,11
2012-11-04 20:15:00-08:00,47.4,,2012-11-04,20:15:00,6,11
2012-11-04 20:30:00-08:00,48.3,,2012-11-04,20:30:00,6,11
2012-11-04 20:45:00-08:00,46.8,,2012-11-04,20:45:00,6,11
2012-11-04 21:00:00-08:00,48.0,64.9,2012-11-04,21:00:00,6,11
2012-11-04 21:15:00-08:00,45.6,,2012-11-04,21:15:00,6,11
2012-11-04 21:30:00-08:00,45.0,,2012-11-04,21:30:00,6,11
2012-11-04 21:45:00-08:00,47.4,,2012-11-04,21:45:00,6,11
2012-11-04 22:00:00-08:00,45.0,64.0,2012-11-04,22:00:00,6,11
2012-11-04 22:15:00-08:00,45.9,,2012-11-04,22:15:00,6,11
2012-11-04 22:30:00-08:00,45.3,,2012-11-04,22:30:00,6,11
2012-11-04 22:45:00-08:00,45.0,,2012-11-04,22:45:00,6,11
2012-11-04 23:00:00-08:00,44.7,64.0,2012-11-04,23:00:00,6,11
2012-11-04 23:15:00-08:00,46.2,,2012-11-04,23:15:00,6,11
2012-11-04 23:30:00-08:00,45.6,,2012-11-04,23:30:00,6,11
2012-11-04 23:45:00-08:00,44.7,,2012-11-04,23:45:00,6,11
2012-11-05 00:00:00-08:00,45.9,,2012-11-05,00:00:00,0,11
2012-11-05 00:15:00-08:00,45.0,,2012-11-05,00:15:00,0,11
2012-11-05 00:30:00-08:00,45.9,,2012-11-05,00:30:00,0,11
2012-11-05 00:45:00-08:00,44.7,,2012-11-05,00:45:00,0,11
2012-11-05 01:00:00-08:00,45.9,61.0,2012-11-05,01:00:00,0,11
2012-11-05 01:15:00-08:00,46.5,,2012-11-05,01:15:00,0,11
2012-11-05 01:30:00-08:00,45.0,,2012-11-05,01:30:00,0,11
2012-11-05 01:45:00-08:00,44.7,,2012-11-05,01:45:00,0,11
2012-11-05 02:00:00-08:00,45.6,60.1,2012-11-05,02:00:00,0,11
2012-11-05 02:15:00-08:00,45.0,,2012-11-05,02:15:00,0,11
2012-11-05 02:30:00-08:00,44.7,,2012-11-05,02:30:00,0,11
2012-11-05 02:45:00-08:00,46.5,,2012-11-05,02:45:00,0,11
2012-11-05 03:00:00-08:00,44.7,59.0,2012-11-05,03:00:00,0,11
2012-11-05 03:15:00-08:00,44.4,,2012-11-05,03:15:00,0,11
2012-11-05 03:30:00-08:00,45.6,,2012-11-05,03:30:00,0,11
2012-11-05 03:45:00-08:00,44.1,,2012-11-05,03:45:00,0,11
2012-11-05 04:00:00-08:00,66.9,57.0,2012-11-05,04:00:00,0,11
2012-11-05 04:15:00-08:00,80.1,,2012-11-05,04:15:00,0,11
2012-11-05 04:30:00-08:00,71.4,,2012-11-05,04:30:00,0,11
2012-11-05 04:45:00-08:00,67.2,,2012-11-05,04:45:00,0,11
2012-11-05 05:00:00-08:00,65.7,59.0,2012-11-05,05:00:00,0,11
2012-11-05 05:15:00-08:00,66.9,,2012-11-05,05:15:00,0,11
2012-11-05 05:30:00-08:00,63.6,,2012-11-05,05:30:00,0,11
2012-11-05 05:45:00-08:00,68.1,,2012-11-05,05:45:00,0,11
2012-11-05 06:00:00-08:00,66.0,57.0,2012-11-05,06:00:00,0,11
2012-11-05 06:15:00-08:00,71.1,,2012-11-05,06:15:00,0,11
2012-11-05 06:30:00-08:00,75.3,,2012-11-05,06:30:00,0,11
2012-11-05 06:45:00-08:00,70.2,,2012-11-05,06:45:00,0,11
2012-11-05 07:00:00-08:00,68.4,59.0,2012-11-05,07:00:00,0,11
2012-11-05 07:15:00-08:00,72.3,,2012-11-05,07:15:00,0,11
2012-11-05 07:30:00-08:00,74.7,,2012-11-05,07:30:00,0,11
2012-11-05 07:45:00-08:00,75.0,,2012-11-05,07:45:00,0,11
2012-11-05 08:00:00-08:00,79.5,62.1,2012-11-05,08:00:00,0,11
2012-11-05 08:15:00-08:00,81.6,,2012-11-05,08:15:00,0,11
2012-11-05 08:30:00-08:00,82.5,,2012-11-05,08:30:00,0,11
2012-11-05 08:45:00-08:00,84.0,,2012-11-05,08:45:00,0,11
2012-11-05 09:00:00-08:00,85.8,66.0,2012-11-05,09:00:00,0,11
2012-11-05 09:15:00-08:00,102.9,,2012-11-05,09:15:00,0,11
2012-11-05 09:30:00-08:00,107.4,,2012-11-05,09:30:00,0,11
2012-11-05 09:45:00-08:00,103.8,,2012-11-05,09:45:00,0,11
2012-11-05 10:00:00-08:00,105.0,69.1,2012-11-05,10:00:00,0,11
2012-11-05 10:15:00-08:00,104.4,,2012-11-05,10:15:00,0,11
2012-11-05 10:30:00-08:00,108.0,,2012-11-05,10:30:00,0,11
2012-11-05 10:45:00-08:00,108.0,,2012-11-05,10:45:00,0,11
2012-11-05 11:00:00-08:00,109.8,69.1,2012-11-05,11:00:00,0,11
2012-11-05 11:15:00-08:00,111.9,,2012-11-05,11:15:00,0,11
2012-11-05 11:30:00-08:00,120.9,,2012-11-05,11:30:00,0,11
2012-11-05 11:45:00-08:00,113.4,,2012-11-05,11:45:00,0,11
2012-11-05 12:00:00-08:00,103.8,69.1,2012-11-05,12:00:00,0,11
2012-11-05 12:15:00-08:00,106.5,,2012-11-05,12:15:00,0,11
2012-11-05 12:30:00-08:00,109.5,,2012-11-05,12:30:00,0,11
2012-11-05 12:45:00-08:00,114.3,,2012-11-05,12:45:00,0,11
2012-11-05 13:00:00-08:00,111.3,72.0,2012-11-05,13:00:00,0,11
2012-11-05 13:15:00-08:00,112.8,,2012-11-05,13:15:00,0,11
2012-11-05 13:30:00-08:00,114.6,,2012-11-05,13:30:00,0,11
2012-11-05 13:45:00-08:00,114.9,,2012-11-05,13:45:00,0,11
2012-11-05 14:00:00-08:00,113.4,77.0,2012-11-05,14:00:00,0,11
2012-11-05 14:15:00-08:00,117.6,,2012-11-05,14:15:00,0,11
2012-11-05 14:30:00-08:00,121.8,,2012-11-05,14:30:00,0,11
2012-11-05 14:45:00-08:00,116.1,,2012-11-05,14:45:00,0,11
2012-11-05 15:00:00-08:00,113.1,78.1,2012-11-05,15:00:00,0,11
2012-11-05 15:15:00-08:00,115.2,,2012-11-05,15:15:00,0,11
2012-11-05 15:30:00-08:00,113.7,,2012-11-05,15:30:00,0,11
2012-11-05 15:45:00-08:00,116.1,,2012-11-05,15:45:00,0,11
2012-11-05 16:00:00-08:00,110.4,77.0,2012-11-05,16:00:00,0,11
2012-11-05 16:15:00-08:00,113.4,,2012-11-05,16:15:00,0,11
2012-11-05 16:30:00-08:00,109.8,,2012-11-05,16:30:00,0,11
2012-11-05 16:45:00-08:00,102.6,,2012-11-05,16:45:00,0,11
2012-11-05 17:00:00-08:00,101.4,73.9,2012-11-05,17:00:00,0,11
2012-11-05 17:15:00-08:00,88.5,,2012-11-05,17:15:00,0,11
2012-11-05 17:30:00-08:00,85.2,,2012-11-05,17:30:00,0,11
2012-11-05 17:45:00-08:00,83.7,,2012-11-05,17:45:00,0,11
2012-11-05 18:00:00-08:00,85.2,73.0,2012-11-05,18:00:00,0,11
2012-11-05 18:15:00-08:00,68.7,,2012-11-05,18:15:00,0,11
2012-11-05 18:30:00-08:00,67.8,,2012-11-05,18:30:00,0,11
2012-11-05 18:45:00-08:00,67.8,,2012-11-05,18:45:00,0,11
2012-11-05 19:00:00-08:00,67.8,69.1,2012-11-05,19:00:00,0,11
2012-11-05 19:15:00-08:00,57.9,,2012-11-05,19:15:00,0,11
2012-11-05 19:30:00-08:00,57.3,,2012-11-05,19:30:00,0,11
2012-11-05 19:45:00-08:00,58.2,,2012-11-05,19:45:00,0,11
2012-11-05 20:00:00-08:00,57.0,71.1,2012-11-05,20:00:00,0,11
2012-11-05 20:15:00-08:00,57.6,,2012-11-05,20:15:00,0,11
2012-11-05 20:30:00-08:00,57.0,,2012-11-05,20:30:00,0,11
2012-11-05 20:45:00-08:00,54.0,,2012-11-05,20:45:00,0,11
2012-11-05 21:00:00-08:00,54.0,70.0,2012-11-05,21:00:00,0,11
2012-11-05 21:15:00-08:00,55.5,,2012-11-05,21:15:00,0,11
2012-11-05 21:30:00-08:00,53.7,,2012-11-05,21:30:00,0,11
2012-11-05 21:45:00-08:00,53.4,,2012-11-05,21:45:00,0,11
2012-11-05 22:00:00-08:00,54.6,66.0,2012-11-05,22:00:00,0,11
2012-11-05 22:15:00-08:00,53.1,,2012-11-05,22:15:00,0,11
2012-11-05 22:30:00-08:00,53.4,,2012-11-05,22:30:00,0,11
2012-11-05 22:45:00-08:00,51.3,,2012-11-05,22:45:00,0,11
2012-11-05 23:00:00-08:00,52.5,63.0,2012-11-05,23:00:00,0,11
2012-11-05 23:15:00-08:00,50.1,,2012-11-05,23:15:00,0,11
2012-11-05 23:30:00-08:00,51.3,,2012-11-05,23:30:00,0,11
2012-11-05 23:45:00-08:00,48.6,,2012-11-05,23:45:00,0,11
2012-11-06 00:00:00-08:00,49.8,63.0,2012-11-06,00:00:00,1,11
2012-11-06 00:15:00-08:00,48.6,,2012-11-06,00:15:00,1,11
2012-11-06 00:30:00-08:00,48.0,,2012-11-06,00:30:00,1,11
2012-11-06 00:45:00-08:00,48.3,,2012-11-06,00:45:00,1,11
2012-11-06 01:00:00-08:00,47.4,59.0,2012-11-06,01:00:00,1,11
2012-11-06 01:15:00-08:00,48.9,,2012-11-06,01:15:00,1,11
2012-11-06 01:30:00-08:00,46.2,,2012-11-06,01:30:00,1,11
2012-11-06 01:45:00-08:00,48.9,,2012-11-06,01:45:00,1,11
2012-11-06 02:00:00-08:00,49.5,59.0,2012-11-06,02:00:00,1,11
2012-11-06 02:15:00-08:00,48.9,,2012-11-06,02:15:00,1,11
2012-11-06 02:30:00-08:00,48.9,,2012-11-06,02:30:00,1,11
2012-11-06 02:45:00-08:00,45.9,,2012-11-06,02:45:00,1,11
2012-11-06 03:00:00-08:00,47.4,57.9,2012-11-06,03:00:00,1,11
2012-11-06 03:15:00-08:00,45.6,,2012-11-06,03:15:00,1,11
2012-11-06 03:30:00-08:00,47.1,,2012-11-06,03:30:00,1,11
2012-11-06 03:45:00-08:00,45.0,,2012-11-06,03:45:00,1,11
2012-11-06 04:00:00-08:00,47.4,57.9,2012-11-06,04:00:00,1,11
2012-11-06 04:15:00-08:00,46.8,,2012-11-06,04:15:00,1,11
2012-11-06 04:30:00-08:00,45.6,,2012-11-06,04:30:00,1,11
2012-11-06 04:45:00-08:00,46.8,,2012-11-06,04:45:00,1,11
2012-11-06 05:00:00-08:00,46.2,57.0,2012-11-06,05:00:00,1,11
2012-11-06 05:15:00-08:00,46.5,,2012-11-06,05:15:00,1,11
2012-11-06 05:30:00-08:00,45.3,,2012-11-06,05:30:00,1,11
2012-11-06 05:45:00-08:00,48.0,,2012-11-06,05:45:00,1,11
2012-11-06 06:00:00-08:00,47.1,55.9,2012-11-06,06:00:00,1,11
2012-11-06 06:15:00-08:00,85.2,,2012-11-06,06:15:00,1,11
2012-11-06 06:30:00-08:00,89.4,,2012-11-06,06:30:00,1,11
2012-11-06 06:45:00-08:00,78.0,,2012-11-06,06:45:00,1,11
2012-11-06 07:00:00-08:00,78.0,57.0,2012-11-06,07:00:00,1,11
2012-11-06 07:15:00-08:00,76.8,,2012-11-06,07:15:00,1,11
2012-11-06 07:30:00-08:00,78.6,,2012-11-06,07:30:00,1,11
2012-11-06 07:45:00-08:00,79.2,,2012-11-06,07:45:00,1,11
2012-11-06 08:00:00-08:00,82.2,62.1,2012-11-06,08:00:00,1,11
2012-11-06 08:15:00-08:00,82.8,,2012-11-06,08:15:00,1,11
2012-11-06 08:30:00-08:00,85.8,,2012-11-06,08:30:00,1,11
2012-11-06 08:45:00-08:00,86.1,,2012-11-06,08:45:00,1,11
2012-11-06 09:00:00-08:00,89.4,64.9,2012-11-06,09:00:00,1,11
2012-11-06 09:15:00-08:00,97.8,,2012-11-06,09:15:00,1,11
2012-11-06 09:30:00-08:00,105.9,,2012-11-06,09:30:00,1,11
2012-11-06 09:45:00-08:00,104.1,,2012-11-06,09:45:00,1,11
2012-11-06 10:00:00-08:00,105.3,66.0,2012-11-06,10:00:00,1,11
2012-11-06 10:15:00-08:00,105.0,,2012-11-06,10:15:00,1,11
2012-11-06 10:30:00-08:00,108.3,,2012-11-06,10:30:00,1,11
2012-11-06 10:45:00-08:00,105.0,,2012-11-06,10:45:00,1,11
2012-11-06 11:00:00-08:00,107.7,66.9,2012-11-06,11:00:00,1,11
2012-11-06 11:15:00-08:00,106.2,,2012-11-06,11:15:00,1,11
2012-11-06 11:30:00-08:00,109.8,,2012-11-06,11:30:00,1,11
2012-11-06 11:45:00-08:00,108.3,,2012-11-06,11:45:00,1,11
2012-11-06 12:00:00-08:00,106.5,70.0,2012-11-06,12:00:00,1,11
2012-11-06 12:15:00-08:00,103.5,,2012-11-06,12:15:00,1,11
2012-11-06 12:30:00-08:00,104.4,,2012-11-06,12:30:00,1,11
2012-11-06 12:45:00-08:00,106.5,,2012-11-06,12:45:00,1,11
2012-11-06 13:00:00-08:00,112.2,71.1,2012-11-06,13:00:00,1,11
2012-11-06 13:15:00-08:00,115.2,,2012-11-06,13:15:00,1,11
2012-11-06 13:30:00-08:00,112.8,,2012-11-06,13:30:00,1,11
2012-11-06 13:45:00-08:00,111.9,,2012-11-06,13:45:00,1,11
2012-11-06 14:00:00-08:00,113.1,72.0,2012-11-06,14:00:00,1,11
2012-11-06 14:15:00-08:00,114.0,,2012-11-06,14:15:00,1,11
2012-11-06 14:30:00-08:00,113.1,,2012-11-06,14:30:00,1,11
2012-11-06 14:45:00-08:00,113.4,,2012-11-06,14:45:00,1,11
2012-11-06 15:00:00-08:00,114.0,72.0,2012-11-06,15:00:00,1,11
2012-11-06 15:15:00-08:00,112.5,,2012-11-06,15:15:00,1,11
2012-11-06 15:30:00-08:00,111.9,,2012-11-06,15:30:00,1,11
2012-11-06 15:45:00-08:00,112.2,,2012-11-06,15:45:00,1,11
2012-11-06 16:00:00-08:00,107.7,75.0,2012-11-06,16:00:00,1,11
2012-11-06 16:15:00-08:00,105.0,,2012-11-06,16:15:00,1,11
2012-11-06 16:30:00-08:00,103.5,,2012-11-06,16:30:00,1,11
2012-11-06 16:45:00-08:00,95.7,,2012-11-06,16:45:00,1,11
2012-11-06 17:00:00-08:00,88.8,73.9,2012-11-06,17:00:00,1,11
2012-11-06 17:15:00-08:00,87.0,,2012-11-06,17:15:00,1,11
2012-11-06 17:30:00-08:00,81.6,,2012-11-06,17:30:00,1,11
2012-11-06 17:45:00-08:00,83.1,,2012-11-06,17:45:00,1,11
2012-11-06 18:00:00-08:00,81.3,66.9,2012-11-06,18:00:00,1,11
2012-11-06 18:15:00-08:00,66.6,,2012-11-06,18:15:00,1,11
2012-11-06 18:30:00-08:00,63.9,,2012-11-06,18:30:00,1,11
2012-11-06 18:45:00-08:00,63.9,,2012-11-06,18:45:00,1,11
2012-11-06 19:00:00-08:00,62.7,66.0,2012-11-06,19:00:00,1,11
2012-11-06 19:15:00-08:00,56.1,,2012-11-06,19:15:00,1,11
2012-11-06 19:30:00-08:00,54.6,,2012-11-06,19:30:00,1,11
2012-11-06 19:45:00-08:00,54.9,,2012-11-06,19:45:00,1,11
2012-11-06 20:00:00-08:00,52.8,66.0,2012-11-06,20:00:00,1,11
2012-11-06 20:15:00-08:00,53.4,,2012-11-06,20:15:00,1,11
2012-11-06 20:30:00-08:00,53.7,,2012-11-06,20:30:00,1,11
2012-11-06 20:45:00-08:00,52.8,,2012-11-06,20:45:00,1,11
2012-11-06 21:00:00-08:00,51.6,63.0,2012-11-06,21:00:00,1,11
2012-11-06 21:15:00-08:00,51.9,,2012-11-06,21:15:00,1,11
2012-11-06 21:30:00-08:00,52.5,,2012-11-06,21:30:00,1,11
2012-11-06 21:45:00-08:00,52.2,,2012-11-06,21:45:00,1,11
2012-11-06 22:00:00-08:00,51.9,61.0,2012-11-06,22:00:00,1,11
2012-11-06 22:15:00-08:00,50.7,,2012-11-06,22:15:00,1,11
2012-11-06 22:30:00-08:00,52.5,,2012-11-06,22:30:00,1,11
2012-11-06 22:45:00-08:00,50.7,,2012-11-06,22:45:00,1,11
2012-11-06 23:00:00-08:00,52.5,62.1,2012-11-06,23:00:00,1,11
2012-11-06 23:15:00-08:00,52.5,,2012-11-06,23:15:00,1,11
2012-11-06 23:30:00-08:00,51.6,57.2,2012-11-06,23:30:00,1,11
2012-11-06 23:45:00-08:00,48.9,,2012-11-06,23:45:00,1,11
2012-11-07 00:00:00-08:00,51.6,57.0,2012-11-07,00:00:00,2,11
2012-11-07 00:15:00-08:00,48.9,,2012-11-07,00:15:00,2,11
2012-11-07 00:30:00-08:00,48.3,,2012-11-07,00:30:00,2,11
2012-11-07 00:45:00-08:00,47.1,,2012-11-07,00:45:00,2,11
2012-11-07 01:00:00-08:00,46.5,55.9,2012-11-07,01:00:00,2,11
2012-11-07 01:15:00-08:00,48.0,,2012-11-07,01:15:00,2,11
2012-11-07 01:30:00-08:00,47.1,,2012-11-07,01:30:00,2,11
2012-11-07 01:45:00-08:00,47.7,55.4,2012-11-07,01:45:00,2,11
2012-11-07 02:00:00-08:00,46.8,55.9,2012-11-07,02:00:00,2,11
2012-11-07 02:15:00-08:00,47.7,,2012-11-07,02:15:00,2,11
2012-11-07 02:30:00-08:00,48.9,,2012-11-07,02:30:00,2,11
2012-11-07 02:45:00-08:00,45.0,,2012-11-07,02:45:00,2,11
2012-11-07 03:00:00-08:00,46.5,55.9,2012-11-07,03:00:00,2,11
2012-11-07 03:15:00-08:00,45.3,,2012-11-07,03:15:00,2,11
2012-11-07 03:30:00-08:00,46.5,,2012-11-07,03:30:00,2,11
2012-11-07 03:45:00-08:00,45.9,,2012-11-07,03:45:00,2,11
2012-11-07 04:00:00-08:00,45.9,55.9,2012-11-07,04:00:00,2,11
2012-11-07 04:15:00-08:00,46.5,,2012-11-07,04:15:00,2,11
2012-11-07 04:30:00-08:00,45.3,,2012-11-07,04:30:00,2,11
2012-11-07 04:45:00-08:00,47.4,,2012-11-07,04:45:00,2,11
2012-11-07 05:00:00-08:00,44.4,55.9,2012-11-07,05:00:00,2,11
2012-11-07 05:15:00-08:00,47.4,,2012-11-07,05:15:00,2,11
2012-11-07 05:30:00-08:00,46.2,,2012-11-07,05:30:00,2,11
2012-11-07 05:45:00-08:00,45.3,,2012-11-07,05:45:00,2,11
2012-11-07 06:00:00-08:00,47.7,55.0,2012-11-07,06:00:00,2,11
2012-11-07 06:15:00-08:00,72.6,,2012-11-07,06:15:00,2,11
2012-11-07 06:30:00-08:00,75.6,,2012-11-07,06:30:00,2,11
2012-11-07 06:45:00-08:00,71.4,,2012-11-07,06:45:00,2,11
2012-11-07 07:00:00-08:00,72.0,55.0,2012-11-07,07:00:00,2,11
2012-11-07 07:15:00-08:00,72.0,,2012-11-07,07:15:00,2,11
2012-11-07 07:30:00-08:00,73.5,,2012-11-07,07:30:00,2,11
2012-11-07 07:45:00-08:00,74.1,53.6,2012-11-07,07:45:00,2,11
2012-11-07 08:00:00-08:00,76.2,53.35,2012-11-07,08:00:00,2,11
2012-11-07 08:15:00-08:00,77.1,53.6,2012-11-07,08:15:00,2,11
2012-11-07 08:30:00-08:00,80.4,,2012-11-07,08:30:00,2,11
2012-11-07 08:45:00-08:00,81.0,,2012-11-07,08:45:00,2,11
2012-11-07 09:00:00-08:00,80.4,55.9,2012-11-07,09:00:00,2,11
2012-11-07 09:15:00-08:00,90.0,,2012-11-07,09:15:00,2,11
2012-11-07 09:30:00-08:00,90.0,,2012-11-07,09:30:00,2,11
2012-11-07 09:45:00-08:00,92.4,,2012-11-07,09:45:00,2,11
2012-11-07 10:00:00-08:00,92.1,57.0,2012-11-07,10:00:00,2,11
2012-11-07 10:15:00-08:00,94.5,,2012-11-07,10:15:00,2,11
2012-11-07 10:30:00-08:00,95.1,,2012-11-07,10:30:00,2,11
2012-11-07 10:45:00-08:00,98.1,,2012-11-07,10:45:00,2,11
2012-11-07 11:00:00-08:00,101.7,60.1,2012-11-07,11:00:00,2,11
2012-11-07 11:15:00-08:00,103.2,,2012-11-07,11:15:00,2,11
2012-11-07 11:30:00-08:00,102.6,,2012-11-07,11:30:00,2,11
2012-11-07 11:45:00-08:00,103.2,,2012-11-07,11:45:00,2,11
2012-11-07 12:00:00-08:00,93.3,61.0,2012-11-07,12:00:00,2,11
2012-11-07 12:15:00-08:00,92.7,,2012-11-07,12:15:00,2,11
2012-11-07 12:30:00-08:00,95.4,,2012-11-07,12:30:00,2,11
2012-11-07 12:45:00-08:00,97.2,,2012-11-07,12:45:00,2,11
2012-11-07 13:00:00-08:00,104.1,63.0,2012-11-07,13:00:00,2,11
2012-11-07 13:15:00-08:00,102.3,,2012-11-07,13:15:00,2,11
2012-11-07 13:30:00-08:00,98.1,,2012-11-07,13:30:00,2,11
2012-11-07 13:45:00-08:00,100.2,,2012-11-07,13:45:00,2,11
2012-11-07 14:00:00-08:00,103.8,63.0,2012-11-07,14:00:00,2,11
2012-11-07 14:15:00-08:00,100.5,,2012-11-07,14:15:00,2,11
2012-11-07 14:30:00-08:00,99.3,,2012-11-07,14:30:00,2,11
2012-11-07 14:45:00-08:00,101.1,,2012-11-07,14:45:00,2,11
2012-11-07 15:00:00-08:00,104.1,62.1,2012-11-07,15:00:00,2,11
2012-11-07 15:15:00-08:00,98.7,,2012-11-07,15:15:00,2,11
2012-11-07 15:30:00-08:00,96.6,,2012-11-07,15:30:00,2,11
2012-11-07 15:45:00-08:00,96.9,59.0,2012-11-07,15:45:00,2,11
2012-11-07 16:00:00-08:00,95.4,59.0,2012-11-07,16:00:00,2,11
2012-11-07 16:15:00-08:00,91.8,,2012-11-07,16:15:00,2,11
2012-11-07 16:30:00-08:00,90.6,,2012-11-07,16:30:00,2,11
2012-11-07 16:45:00-08:00,87.0,,2012-11-07,16:45:00,2,11
2012-11-07 17:00:00-08:00,84.0,59.0,2012-11-07,17:00:00,2,11
2012-11-07 17:15:00-08:00,81.3,,2012-11-07,17:15:00,2,11
2012-11-07 17:30:00-08:00,78.9,,2012-11-07,17:30:00,2,11
2012-11-07 17:45:00-08:00,81.0,,2012-11-07,17:45:00,2,11
2012-11-07 18:00:00-08:00,78.9,57.9,2012-11-07,18:00:00,2,11
2012-11-07 18:15:00-08:00,63.9,,2012-11-07,18:15:00,2,11
2012-11-07 18:30:00-08:00,63.0,,2012-11-07,18:30:00,2,11
2012-11-07 18:45:00-08:00,62.1,57.2,2012-11-07,18:45:00,2,11
2012-11-07 19:00:00-08:00,61.2,57.9,2012-11-07,19:00:00,2,11
2012-11-07 19:15:00-08:00,54.9,,2012-11-07,19:15:00,2,11
2012-11-07 19:30:00-08:00,54.6,,2012-11-07,19:30:00,2,11
2012-11-07 19:45:00-08:00,52.5,,2012-11-07,19:45:00,2,11
2012-11-07 20:00:00-08:00,53.7,57.0,2012-11-07,20:00:00,2,11
2012-11-07 20:15:00-08:00,53.4,,2012-11-07,20:15:00,2,11
2012-11-07 20:30:00-08:00,53.1,,2012-11-07,20:30:00,2,11
2012-11-07 20:45:00-08:00,53.7,,2012-11-07,20:45:00,2,11
2012-11-07 21:00:00-08:00,52.2,57.0,2012-11-07,21:00:00,2,11
2012-11-07 21:15:00-08:00,53.4,,2012-11-07,21:15:00,2,11
2012-11-07 21:30:00-08:00,50.7,,2012-11-07,21:30:00,2,11
2012-11-07 21:45:00-08:00,52.5,,2012-11-07,21:45:00,2,11
2012-11-07 22:00:00-08:00,51.3,57.0,2012-11-07,22:00:00,2,11
2012-11-07 22:15:00-08:00,48.9,,2012-11-07,22:15:00,2,11
2012-11-07 22:30:00-08:00,50.4,,2012-11-07,22:30:00,2,11
2012-11-07 22:45:00-08:00,49.8,,2012-11-07,22:45:00,2,11
2012-11-07 23:00:00-08:00,48.3,57.2,2012-11-07,23:00:00,2,11
2012-11-07 23:15:00-08:00,49.5,,2012-11-07,23:15:00,2,11
2012-11-07 23:30:00-08:00,50.4,,2012-11-07,23:30:00,2,11
2012-11-07 23:45:00-08:00,49.2,,2012-11-07,23:45:00,2,11
2012-11-08 00:00:00-08:00,49.8,55.9,2012-11-08,00:00:00,3,11
2012-11-08 00:15:00-08:00,47.7,,2012-11-08,00:15:00,3,11
2012-11-08 00:30:00-08:00,48.6,,2012-11-08,00:30:00,3,11
2012-11-08 00:45:00-08:00,47.4,,2012-11-08,00:45:00,3,11
2012-11-08 01:00:00-08:00,45.0,55.9,2012-11-08,01:00:00,3,11
2012-11-08 01:15:00-08:00,46.2,,2012-11-08,01:15:00,3,11
2012-11-08 01:30:00-08:00,46.8,,2012-11-08,01:30:00,3,11
2012-11-08 01:45:00-08:00,44.7,,2012-11-08,01:45:00,3,11
2012-11-08 02:00:00-08:00,47.1,55.0,2012-11-08,02:00:00,3,11
2012-11-08 02:15:00-08:00,48.3,,2012-11-08,02:15:00,3,11
2012-11-08 02:30:00-08:00,46.5,,2012-11-08,02:30:00,3,11
2012-11-08 02:45:00-08:00,45.3,,2012-11-08,02:45:00,3,11
2012-11-08 03:00:00-08:00,46.2,55.0,2012-11-08,03:00:00,3,11
2012-11-08 03:15:00-08:00,46.2,,2012-11-08,03:15:00,3,11
2012-11-08 03:30:00-08:00,44.1,,2012-11-08,03:30:00,3,11
2012-11-08 03:45:00-08:00,45.0,,2012-11-08,03:45:00,3,11
2012-11-08 04:00:00-08:00,45.9,55.0,2012-11-08,04:00:00,3,11
2012-11-08 04:15:00-08:00,45.6,,2012-11-08,04:15:00,3,11
2012-11-08 04:30:00-08:00,43.8,,2012-11-08,04:30:00,3,11
2012-11-08 04:45:00-08:00,44.7,,2012-11-08,04:45:00,3,11
2012-11-08 05:00:00-08:00,45.6,55.0,2012-11-08,05:00:00,3,11
2012-11-08 05:15:00-08:00,45.0,,2012-11-08,05:15:00,3,11
2012-11-08 05:30:00-08:00,45.0,,2012-11-08,05:30:00,3,11
2012-11-08 05:45:00-08:00,45.9,,2012-11-08,05:45:00,3,11
2012-11-08 06:00:00-08:00,46.2,55.0,2012-11-08,06:00:00,3,11
2012-11-08 06:15:00-08:00,64.2,,2012-11-08,06:15:00,3,11
2012-11-08 06:30:00-08:00,64.8,,2012-11-08,06:30:00,3,11
2012-11-08 06:45:00-08:00,65.1,,2012-11-08,06:45:00,3,11
2012-11-08 07:00:00-08:00,67.5,55.9,2012-11-08,07:00:00,3,11
2012-11-08 07:15:00-08:00,69.0,,2012-11-08,07:15:00,3,11
2012-11-08 07:30:00-08:00,66.3,,2012-11-08,07:30:00,3,11
2012-11-08 07:45:00-08:00,68.4,,2012-11-08,07:45:00,3,11
2012-11-08 08:00:00-08:00,68.7,55.9,2012-11-08,08:00:00,3,11
2012-11-08 08:15:00-08:00,68.4,,2012-11-08,08:15:00,3,11
2012-11-08 08:30:00-08:00,71.7,,2012-11-08,08:30:00,3,11
2012-11-08 08:45:00-08:00,72.9,,2012-11-08,08:45:00,3,11
